document_id,clean_text,sentiment
933,love love love it have owned it for several months i'd been looking forward to getting this phone since it first came out i've had it for several months now i can't think of anything i particularly dislike about the phone i love the s window so i can have youtube playing while i surf other pages the multi window function especially when researching stuff the battery life i have never had this phone die on me i am on the phone often both on calls messages and apps and have never had a problem it will warn me and i still have a long time before i need to plug it in the screen size it makes reading things especially as i'm long sighted far easier i find iphones and my old incredible2 comically small now the s pen i love screen shots action memo love that it works from the lock screen by using the s pen love the loop function where you can google or email or add to contacts or map etc anything you type watchtv app utilising the nfc near field communication so i can use my phone as a remote for my tv wave commands so i don't need to touch the phone i e when cooking so dirty hands to check the phone that it's water resistant it fell in the snow slush over winter and was undamaged that you can resize the screen to use it one handed if needed i have no problems with the size fits in my normal sized pockets without problem sound quality is fine as well i honestly cannot more highly recommend this phone the only thing would be that if you have small dainty hands this is not the phone for you i have large hands glove size and have no problem accessing both sides of the phone,positive
934,best phone ever this phone is great the large screen makes this one super easy to write documents and make notes the s pen helps to get stylus required jobs done like drawing the best feature in my opinion is the 4k camera basically it can replace most point and shoots great videos and definitely great pictures the flash works great too you can take google street view like images and they are amazing all cameras should do that most google play store apps will work unless they require kitkat or higher it runs 4 2 ice cream sandwich definitely buy this one was a great pick,positive
935,great phablet phone tablet combo but this is a great phone and tablet with all the features you could possibly want i wear it in a less than 5 from amazon sun glass type case on my belt and the fit is perfect but like many other users i was having a serious issue with the wifi dropping out frequently i tried all the recipes on the web and none worked thanks to a lead on the xda developers forum i just stumbled on the answer that works here turn off the bluetooth that is all it took to restore stability to my wifi samsung needs to fix this,positive
936,excellent fast phone great camera good battery life i adore this phone i've never actually loved a phone but i do love this one by far the most expensive phone i've ever owned in fact the most expensive electronic aside from my work desktop computer and slr camera but price aside this phone is awesome i love the responsive huge screen the photo quality is spectacular and i love the 2 app at once option which allows me to have two active apps open on the screen at the same time drag and drop urls to emails anyone this phone is practical light weight fast as can be easy to use the size may be a bit unnerving to begin with but i find it very comfortable it the hand i picked this phone because i was initially leaning towards the nokia lumia 928 for photo quality but being able to go with a big android with a stable system easily comparable photo quality the 2 app thing this was a no brainer the great battery life and the speed with data are added bonuses i use my phone more as a tablet half the time than as a phone and this one is really great for that i also find that for whatever reason the screen is easier to see in daylight than my prior phone i am sure there is a technical reason for this but i dont really care so much about the why as to the fact that it's excellent i am recommending this phone to all my friends and thankful to the friend who insisted i give it a try,positive
937,powerful smartphone that is always reliable huge improvement over previous note 2 i had several s4's with problems and switched to note 2 which was a bad idea not a good phone lots of problems so i almost didn't get another note but the note 3 is 10x better than the previous model display looks great not much lagging freezing at all multitasking abilities are really good along with several new s pen features i have had this phone for 3 months now and still am finding new features i didn't know about gps signal is good wifi never gives me problems and the camera is a lot better than note 2's it's hard to find a phone with lots of great features that also works without problems,positive
938,camera only so so phone audio only so so screen awesome i want 2 main things in a phone as good a camera as i can get and a screen that allows me to read screen is great the picture is great reading is excellent and the stylus is a bonus i use it sometimes but not as often as i thought i would i do draw with it sometimes and also make notes helpful but not completely necessary i like that it stores right in the phone though the camera is better on the iphone 5 heck the camera was better on my iphone 4 there is no macro at all so you have to be pretty far away to focus there is no low light i mean none you have to use the flash which is only so so or you have to just not take the picture same situation my husband will take the picture with his iphone 5 it will come out so if a camera is your main focus choose an iphone the audio quality is also not great when played on speaker music or speaker phone audio book it is fine but when talking on the phone the quality is less than stellar it is hard to hear volume could go higher because it does not come through as clearly as it had on my old iphone 4 or on my husband's iphone 5 same network same people i'm talking to so i've tested and it is actually this phone also it does not fit in a normal sized pocket and falls out so consider this when purchasing if you carry a bag all the time that's great but if not do you have pants or a jacket with very large pockets if no you will have to carry it all the time also in an evening bag it is hard to fit i was at a wedding last weekend and carried it separately overall i love to read on my phone and it is amazing for that i text almost all the time also amazing for that and when you do get good pictures the viewing and editing on this phone is great you can also draw over your pictures with your stylus which is fun and silly and amazing so i do love this phone but wish the camera was better the sound quality when i talk on the phone is livable,positive
939,best phone note 3 on the best network verizon having the best phone as of the date of this review on the best network love or hate verizon no one can deny that the coverage is just there when and where you need it with an unlimited data plan means that productivity will always be had with this device coming from the note 2 which i had for a couple of months before i sold it to someone coming from a htc thunderbolt suffice it to say he loves life too the full hd 1920x1080 1080p on this device improved s pen improved s voice it's cute but i would rather use google voice search what isn't there to love about this phone yes there are people who will cry about the size to those i say the market is dictating that cell phone makers go big or go home i have big hands and i can tell you that it feels good to have something in my hand s that won't feel like it'll break cell phone quality is excellent the build is more sturdier than the note 2 there were people crying about a loose home button but that wasn't in mine i buy that defects could happen but those are exceptions not rules in regard to the note 3 my phone is currently awaiting a wallet case that experienced problems but right now is housed in a ventev case which i reviewed and a spigen ultra crystal screen protector full screen and i'll review that too but buy it really protects the phone surfing the web reading e mail streaming music from google play on high and no cache because i got unlimited data d the phone does it all with such speed but the best part i love that beats the note 2 hands down battery life i have had this thing for a week and so far the battery last a good day and half to 2 days before i even see a low percent i have not used the microusb 3 0 cable that came with the note 3 because honestly the million and one usb chargers with 2 0 cable do a great job charging my phone all i would have done was open up yet one more usb cable so i have left that in the box bottom line buy this phone it is the best phone on the market and it will be well over a year before this phone becomes old full hd microusb 3 0 3 gb of ram 32 gb internal space coupled with the 32gb i stuck in there from my droid charge and much much more i could have written a more technical review but you want to know how my experience is overall and i'm telling you i have never been so happy to early adopt a device i hardly ever do it but i am glad i did you will too,positive
940,best value for money my favorite device of all time there are plenty of things i would change slightly but way fewer things than i'd change on my ipad desktop or any other phone i truly love this device it's so easy to use i use it 5 times more than any other phone mostly for games audible books on tape taking notes shooting pictures and more i have always wanted one device to carry and this is the only device designed well enough that i truly only need one device i sometimes connect it to my ipad bluetooth keyboard if i want to type that's the one thing i still need a laptop for ease of rapid typing,positive
941,love mine upgraded from a cracked screen note ii before giving my opinion and experiences with this phone i want to start with some advice if you are upgrading from another android phone search samsung's site for an app called samsung smart switch it's free and easy if you find issues with that app for any reason you can move all of your text messages from your old phone to this one by loading a free app called sms backup restore and following the directions i outlined in my november 30 2013 review of that product another free app you may want to consider is software data cable which allows you to back up your old android phone to a laptop or pc then move it to your new phone from that backup you will need to load that app on your old phone and the note 3 but it's simple and very handy while the size difference between this and the note 2 is only a matter of inches the screen on this one is brighter has more vivid colors and can be easily viewed in direct sunlight the 32gb of internal storage is a big plus because the 16gb on my note 2 was beginning to get full when i added in my 64gb external sd card i swapped from the note 2 total storage comes to 16gb more storage than my 80gb laptop it's easy to forecast that the next version of this phone could finally wean me off computers as it is i am spending a lot more time on my phone doing stuff i use to do on my computer this is also a much faster phone i do not use it to anywhere near its capacity but it zips along from one screen or app to the next with no lag i was more than pleased with my older note 2 but this one is even better i take a lot of pictures and video so i appreciate the greatly improved camera resolution and the easier and more intuitive interface but what i truly love is there are no major differences in the user interface even though this one runs under android 4 3 versus 4 1 2 on my note 2 in that respect there was zero learning curve after tweaking a few settings that did not come over when i restored my old ones i was up and running as before in practically no time this ships with a cable that supports usb 3 0 and has what looks like a connector that is incompatible with existing micro usb chargers that is not the case you can still use existing chargers battery packs and the such because their micro usb connectors will plug into one side of the charging port if you have a computer capable of usb 3 0 your transfer rates will be lightning fast the battery is about the same as the note 2 for use time between charges since the note 3's 4 3 android operating system does include bluetooth low energy ble support you may notice a slightly improved use time if you use bluetooth a lot as it stands there is a very slight difference between the note 2's 3100mah battery capacity and the 3200mah one in this phone i am still exploring the nuances of my new phone so as i discover noteworthy features that i have missed or emergent problems that i should warn about i will update this review to reflect them in the meantime if you are considering an upgrade to the note 3 from the previous model and are wondering if it's worth it i say yes,positive
942,great phone great battery life ignore 1 star review the galaxy note 3 is a great phone with great battery life and features the screen is big and beautiful the apps and features are great and the battery lasts a long time i have used the phone pretty heavily through a 12 hour shift and still had 40 left at the end of the day don't let the one star review fool you any apps you do not want can simply be disabled and the magazine app that is brought up by double tapping the home button can simply be disabled by checking a few boxes no registration necessary going into the app settings and unchecking the option for the home button leaving a one star review for something so simple to change to your liking is absurd this phone is also slim and light back cover is a nice feeling faux leather and the phone is built to last,positive
943,great phone but has some setbacks from note 2 overall this is a great phone the resolution is second to none and the battery life is the best i've ever had on a smart phone additionally the touch interface is very responsive more so than the previous note 2 moreover it is also quicker than the note 2 when bringing up apps and running apps but there are a few things that the note 3 lacks in that the note 2 had one is that although the camera for the note 3 is 13 megapixels and the note 2 8 mega pixels the note 2 seems to take better quality pictures further the note 2 had better low light visibility in the pictures as well and the camera view point seems to be more zoomed in at the furthest level from zoom on the note 3 making me have to take a few steps extra backward to take a picture that i wouldn't have to do with the note 2 secondly the video quality in low light lacks adjustment that the note 2 had in the note 2 one could take a video without the flash and still decipher whats in the video pretty well but in the note 3 even in a slightly dim room you cannot see what is going on in the video which makes talking videos from the phone quite frustrating i don't know why samsung took a step back on the camera on the note 3 by taking away lowlight settings and replacing it with a auto adjust feature on the camera that is supposed to adjust to the different light conditions on its own which it does not do very well might i add but with that being said the camera is not horrible its rather on the better side of smart phone cameras another thing is the speaker phone isn't as loud as the note 2's that was something that i really enjoyed on the note 2 overall though the phone is probably the best phone i've ever had and i've had the iphone 4 4s and 5 along with the note 2 the visual aspect of the display is awesome and the default storage is 32 gigs with additional 64 gigs addable storage potential and i appreciate the fact that one can take the back off and replace a battery or get extra batteries to charge on the side and replace when needed in the end i'll rate the phone a 9 10 the only complaint being the camera functioning,positive
944,love it yesterday i purchased the note 3 and galaxy gear i'd really debated on the gear but went with it and overall i'm happy with both items i bought the note 2 in december 2012 and it was an awesome phone i'd spent about 10 years with blackberry and then went with the razr maxx and its stupendous battery life the note 2's battery life isn't even close to the droid other than that i loved it and really loved the s pen i'm retired so i used the pen for grocery lists notes quick phone s and the like but after an update a few months ago my keyboard began to lag even samsung didn't know what to do and i was frustrated when i heard about the 3 i began researching and reading reviews yesterday i went to verizon and traded up my note 2 to a 3 i set everything up last night and have explored some new features i didn't think i'd even use but i saw i will love them magazine is one new feature i've become a news junkie and this brings up some things i'd not find anywhere else i am going to love the scrapbooking function i can easily copy and save quotes as i'm prone to do the battery life seems very good i took the phone of the charger about 9am it's almost 6 and i still have 69 remaining i've played some angry birds and i've had the bluetooth on all day i'm not a person who uses bluetooth much but it's been on because of the galaxy gear which at this time has 77 remaining the note 2 would be well below 50 by this time without the bluetooth the galaxy gear is simple to use it's pretty intuitive my only dissatisfaction is the sort distance between the note 3 and the gear needed to keep connected i'd hoped to be able to go upstairs without my phone but the bluetooth disconnects same for a short trip to the kitchen i keep the volume and notifications on vibrate my wrist easily feels the vibration since i can't be far from the phone i'd hear it ringing anyway what i can't understand is the carriers not having cases for the phone i've ordered a case from amazon until otterboxes are in finally i know some people don't like phablets i do more texting than phone the phablet is convenient i do a lot of facebook from it and other web browsing i do all of my gaming from it i use it to read ebooks in bed if i had to give up all of my devices but one the one to keep would be the note i have had virtually every tablet as well as most of the nook and kindle ereaders so this is saying something well done samsung,positive
945,hands down best phone out i left my 5s because i was sick of the exact same thing as every other iphone i hated the screen size on the iphone so i decide to get myself this gem of a phone great call quality beautiful display and android os this phone simply smokes the iphone now that i have gone android i will never go back to an iphone the phone does everything buy it you will not be sorry i bought mine outright for 764 dollars and it was worth every penny,neutral
946,long term awesome i've had this phone for 3 yrs it is awesome still today keep in mind to run apps that shutdown background apps and clear cache etc i keep mine in an otter box so still no cracks this phone is super fast with an excellent screen i run the most cpu demanding games and have several of them i run a 64 gig card so a total almost 100 gigs on this phone never any issues my gf uses an s7 and i still like the note 3 better real talk,positive
947,took back and got iphone 5s i was really excited for this phone when it came out and wanted to switch from the iphone 5 i was just kinda disappointed it was a really nice phone but some the things made me mad one of which was the volume control in the music player and pandora there's not way of turning it off and it made it impossible to play music in my car i'm just really not a fan of the android system either it's really buggy and just not secure the nicest feature of the note 3 is the s pen it is super easy to use and comes in handy the note 3 also has great battery life too i eventually just took it back and got the iphone 5s i haven't been disappointed one bit i did a jailbreak and it's able to do anything the note 3 can do,neutral
948,galaxy note 3 needs little introduction i would rate it above the iphone for many reasonsthe larger hd screen the much better android operating system and the start of the art cpu which has speed and precision great connectivity call quality super camera and great memory watching you tube and movies is fun the sound quality is super overall i would say this is the best smartphone in the market,positive
949,best phone i have ever owned this phone is great the screen is large and crisp making movies and photos look amazing the processor is fast making the 4g on verizon load as quickly as my home wifi for it to be so large the phone is quite thin and light so far the phone has been able to handle anything i throw at it i use it as my portable sketchbook the only con i have is samsung's my magazine feature that keeps popping up when i accidentally hold the home screen too long or swipe from the bottom of the screen it's very annoying as i do not use it,positive
950,my first smart phone evah this is my first smartphone and i'm pretty happy with it pros micro sd card 64gb option big screen cons why not 2 sd card slots why bloatware why have a pen i ordered this phone on amazon but 5 days passed and they never shipped it so i picked one up at verizon,positive
951,awesome phone i got this phone and just love it i wish it had less blood ware using the memory but still this is one amazing phone i seen people complaining about the gps but no problems so far i got the nexus 5 but you can't compare this two i think in this case you get for what you paid and the note 3 is totally worth it,positive
952,seems a bit large at first but i have gotten used to it large phone borderline tablet which is why i bought it if you are like me and use your phone for the same things you use your android tablet for you will adore this phone i was impressed how fast this thing is compared to my two year old htc rezound i also have the cover with the window in it which is a must have if you pocket carry like i do,positive
953,i been wanted this ph i want get this phone went it first came out and now i have it going on three week now i really like it all do lately it had been getting hot on me went talking on it the last 2 or 3 day anyone else have this issue it till new have not had it a month yet but i do like what it can do a lot till figure stuff out it after i have had it a couples of months i will write again,neutral
954,make a great phone greater and do yourself a favor make a great phone greater and do yourself a favor aug and tech armor ballistic glass screen protector done no worries,positive
955,i love it but edited this is a fantastic phone fast beautiful screen fun to use s pen etc so i'm giving it 5 stars because imo it is the best phone out there right now but i have small hands and my hand does get a little achy from holding the phone for a longish length of time i knew going in that this is a big phone and that's what i wanted because it's tough to read web pages and emails and watch tv via slingbox on small screens the back of the phone has a faux leather cover that makes the phone a little bit less slippery the back cover is very thin too which helps make the phone alot thinner than you'd think it would be given its size i just compared it to a friend's iphone and this phone is actually thinner some people have rated this phone lower simply because they don't like the plastic back cover to me i couldn't care less what the back cover is made out of since i will be using a protective case anyway i love to draw and the s pen makes it fun to doodle and even write with although the phone has a setting where you can make the screen more sensitive so you can use the touchscreen even with gloves on i will use the s pen instead because it's more precise there are so many features on this phone that i still haven't figured most of them out yet after all i just got the phone yesterday those who have a galaxy s4 will already be familiar with a lot of the features of the note 3 it comes with the usual verizon bloatware but you can remove the icons from your screens but not remove the programs from the phone itself you can disable them too this phone packs 32gb of storage plus you can add an sd card if you have lots of music pictures and videos that you want to store on your phone so no worries for me regarding the space that the bloatware takes up my last phone had 8gb of storage and i never used that up even with the bloatware if you are new to later android versions you may be surprised to learn that you can no longer store programs apps on the sd card which can be worrisome if you have less than say 16gb of internal storage and you like to have tons of apps on your phone edit this phone comes with android 4 3 i've just discovered that it does in fact allow you to save some apps on the sd card even so this phone has so much memory i will be hard pressed to use most of it so far all my favorite apps work great on this phone except for hbogo and maxgo 2nd edit hbogo has been fixed and it now works still waiting for max go to be fixed for now i'm happy that my slingbox works with this phone because of its size this phone is not for everyone but if you don't want to lug around a tablet but still want a screen you can see easily and use as a phone too then this is your best bet,positive
956,poor battery life i bought this phone at costco as opposed to amazon but i wanted to make a quick note warning to anyone looking to purchase this phone the battery life after the latest android update 4 4 2 is absolutely terrible the 'android system' takes up about 10x as much battery as it used to and dominates the battery consumption as opposed to the 'screen' which used to dominate consumption as it should even after installing battery doctor putting the phone on power saving mode it's still significantly worse than before when i did not need these options it is purely a software issue but an enormous one the screen is otherwise nice and the phone is responsive but expect an enormous battery drain such that your phone will not last a single day on a charge whereas prior to android kitkat it could go over 2,neutral
957,my hopes were too high for a used phone it's a decent phone if you don't have any type of service on it once you add the service get a pen and paper cuz the list of problems is quite long i have absolutely no bars and when i do i still can't get any text messages no calls it's a glorified mini tablet at best this may just be the phone i was given i hope those of you ordering afterwards have better luck,positive
958,got white one and so pretty love it i drop this phone maybe more than 200 times without the case and no break what so ever not like my previous i phone screen best phone ever btw i got white one so pretty and thin,positive
959,very pleased with this phone upgraded from a note 2 first off if you are upgrading from another android or even an apple phone here is some advice you may find useful search samsung's site for an app called samsung smart switch if for some reason that app fails you move all of your text messages from your old phone to this one by loading a free app called sms backup restore and following the directions i outlined in my november 30 2013 review of that product another free app you may want to consider is software data cable which allows you to back up your old android phone to a laptop or pc then move it to your new phone from that backup you will need to load that app on your old phone and the note 3 but it's simple and very handy i'll attempt to not parrot the excellent and informative reviews that have already been posted i do want to share my experiences with this phone and the ease of moving from the note 2 to this model the first thing i noticed is despite the small differences in size the screen on this one if brighter has more vivid colors and can be easily viewed in direct sunlight that alone made my upgrade worth it a second thing is this is a faster phone i do not use it to anywhere near its capacity but it zips along from one screen or app to the next with no lag i was more than pleased with my older note 2 but this one is even better having 32gb of internal storage is a treat especially since i have a 64gb external sd card to augment it that comes to 16gb more storage than my 80gb laptop so it's easy to forecast that the next version of this phone could finally wean me off computers as it is i am spending a lot more time on my phone doing stuff i use to do on my computer i appreciate the greatly improved camera resolution and the easier and more intuitive interface but that is icing on the cake what i truly love is even though this one runs under android 4 3 versus 4 1 2 on my note 2 there are no major differences in the user interface in that respect there was zero learning curve after tweaking a few settings that did not come over when i restored my old ones i was up and running as before in practically no time while this ships with a cable that supports usb 3 0 and has what looks like a connector that is incompatible with existing micro usb chargers that is not the case you can still use existing chargers battery packs and the such because their micro usb connectors will plug into one side of the charging port if you have a computer capable of usb 3 0 your transfer rates will be lightning fast with respect to battery the note 3 is about par with the note 2 for use time between charges since the note 3's 4 3 android operating system does include bluetooth low energy ble support you may notice a slightly improved use time if you use bluetooth a lot as it stands there is a very slight difference between the note 2's 3100mah battery capacity and the 3200mah one in this phone i am still exploring the nuances of my new phone so as i discover noteworthy features that i have missed or emergent problems that i should warn about i will update this review to reflect them in the meantime if you are considering an upgrade to the note 3 from the previous model and are wondering if it's worth it i say yes read the other reviews for other perspectives and information too because combined there is a high level of customer satisfaction,positive
960,my perfect phone i've been a fan of the bigger sized phones for some time and samsung has been paving the way in terms of quality large phones i remember when i had the 4 5in screened samsung infuse and it was considered large i've had a note and note 2 and loved both note 3 continues the tradition of keeping everything that worked improving where needed and adding features i wouldn't have even thought to ask so many of the little annoyances i had with my note 2 have been addressed its clear they put a lot of thought into finding out what people loved and wanted changed when i first held the phone i fell in love the form factor is just great and the screen is a noticeable jump up that's saying something when the note 2 already had a stellar screen resolution i don't feel the need to have this one in a case the slippery back of the note 2 required a case as i dropped it a couple times when holding it bare rather than go on feature by feature i'll suffice to say everything feels like a great and noticeable improvement s pen camera battery life screen on and on its the phone i loved before but better in every way i could have asked for i've tried dozens of smartphones over the past 5 years the note 2 was the first one i actually held onto for a year i easily see myself holding onto the 3 that much or longer depending on when they bring out a 4th i highly recommend this phone,positive
961,love it great item missing the cord by other than a great phone for the price would do business again,positive
962,best phone i have ever owned hands down this is by far the best phone i have ever owned hands down everyone needs to ignore the one lone one star review he is an abnormality who may have connections with competitors make sure to get a good case though speck cases are the best but they don't have one for the 3 yet bummed about that,positive
963,stay away from galaxy note 3 so i got this phone using verizon edge program ordered over the phone when i received it it wouldn't activate the sim card number wasn't on the order i had to pry the sim card out of the note 3 which is not an easy thing to do i had to do this to read the sim card number to verizon wireless so they could activate it i noticed that when i had device on maximum brightness not on automatic and was working on something over extended amount of time the brightness would dim for a few seconds then return to max this would keep happening at random intervals and to seemingly random brightness levels if i continued still to use it say after 45 minutes or something it would dim to minimum brightness for few seconds now it wouldn't show me or tell me in any way what brightness level it was changing to i could just tell when it was putting to minimum brightness i got it replaced for another note 3 the replacement had same issue i called verizon wireless and then they revealed to me that this was a feature built into device by the manufacturer i even spoke to samsung to verify this so stay away from the galaxy note 3 at all costs anyone that owned this device might need to operate the device on maximum brightness for extended amount of time i mean why have a long life battery quad core cpu and 3 gb ram if you can't fully utilize them so this phone does this to prevent overheating why would a 700 phone have a problem with overheating stay away from the galaxy note 3,negative
964,awesome i was very happy when i got this in right when i order it,positive
965,money well spent great phone size is great and its really fast,positive
966,four stars great price the screen was a little messed up but it's fine,positive
967,nice features but poor low rf signal reception i just purchased the samsung galaxy note 3 from a local verizon store i am very disappointed with this phone i paid full price to keep my unlimited data alive i am finding that the rf reception is abysmal in buildings where i used to get 89 dbm with my motorola droid bionic i get 118 dbm with the samsung galaxy note 3 even outdoors with the samsung galaxy note 3 i don't get that great of a 4g lte signal the phone will usually then switch to 1 to 2 bars of 3g and stay there until i am back in a really strong 4g area i'm thinking either the antenna is of poor quality or the radio is not very sensitive or both i may have to return this phone and try the lg g2 this gn3 cannot even begin to compete with my old motorola droid bionic when it comes to holding on to a less than perfect signal in strong signal areas there is no problem but when the signal isn't the best the gn3 does a poor job of holding the 4g lte signal my motorola droid bionic used to do an outstanding job in the same exact places this gn3 fails the screen is brilliant and you couldn't ask for a more feature packed phone the sound quality is good and volume level is great but above all the gn3 has to be able to connect to a signal to be a great phone in the near future verizon is going to voice over lte volte this means that our phone conversations will now be carried on the 4g lte band that really scares me with my gn3 since it can't maintain a 4g lte signal unless i'm really in a strong signal area,positive
968,five stars aaa,neutral
969,yuck yuck yuck this is one of the worst phones ever bought new in jan 2014 by march i was on my 4th replacement phone it wouldn't recognize the power cord that came with it they shut themselves off sometimes let text messages in or out depending on how the phone is feeling best part was when they started freezing this is my fourth phone i will not ever get another ever again,neutral
970,vverizon poor custermire support vverizon poor custermire support low rf signal gain i would have 86 on my droid i would have 118 on my note 3 icannot even use it in my home i have no had no other problems with verizon phones in my house for 19 years if you do not mind dropped calls all the time on this phone it is for you lot ofsamsung bloatware the screen is very nice but i never use the pen,neutral
971,easy simple and you feel like being a happy free this is just ridiculous the phone is locked to verizon and you can't use it with any other mobile service even if you get the full priced one no contract this is absurd t mobile part european company gives you full power over your phone you buy a phone from them and on your request you can unlock it by sending you an email code easy simple and you feel like being a happy free customer who can make his own cognitive choice now these companies verizon at t want to treat you like a child who can't make up his mind they want to lock every single aspect to never leave them this is ridiculous i called verizon specialists many times and each one has its own version of the story one guy told me you don't have to worry your phone will work with any sim one lady was trying to figure out what unlock means she thought my screen was locked then she put me on indefinite hold one told me you can use it internationally but within us it's locked so within the same company no one seems to know what's going on in their own space ludicrous so avoid buying any phone except if it's international or t mobile then you have your freedom to use it anywhere the phone samsung note 4 is awesome i will get it sooner than later but i am sad i had to return the phone to amazon i want a note 4 so bad,positive
972,and my life is so freaking complicated by the difficulty of doing what with 'older' technology used to be so easy i tried to ge i have always just plugged any of the last half dozen droid phones or windows phones into a cable to a usb port on my computer and directly transferred files to and from be the pics songs or anything else now i have a samsung galaxy note 3 and my life is so freaking complicated by the difficulty of doing what with 'older' technology used to be so easy i tried to get help and was told samsung doesn't make it easy they just make it techi i believe it the days of my having this 3 month old samsung are going to end i checked into turning it in for a partial refund and guess what it is worth 0 zero ziltch nada geezzz i'm so surprised i will never own a samsung again,neutral
973,really disappointed with this phone i have had this smartphone for a few months now and i continue to be disappointed with how buggy and unreliable it is i constantly have problems getting the phone and headset features work consistently also the phone is a power hog even with the large battery i have constantly having to turn off features like wifi bluetooth gps etc when not using them or i have no chance of getting through the day on one charge when the battery does get low below 5 the phone has to be powered off to charge or it will shut itself down even if it is connected to a charger one of the most irritating features is that you have to enter your password to turn the phone ringer on or off i do like the large screen but that is about the only thing i like about this device i will be moving back to an iphone when they release their larger screens later this year,neutral
974,purchase insurance i was excited to purchase this device since before it came out i did a lot of research and waited quite a few months before upgrading from my galaxy s3 initially i was satisfied with the device 10 days after purchasing the device however i am stuck paying more money to replace it normally i do not purchase insurance on devices and luckily the phone company put it on without asking me i did not drop or put any excessive pressure on the phone to damage it i set the device on the counter and when i picked it up a few minutes later the screen was malfunctioning having 14 days to take it back to the provider i tried that first i was informed that there was a pressure crack in the lcd and that apparently i had caused it knowing that i had not done anything to cause it i became very upset i was told that i could send it to the provider but if they determined that the phone was damaged i would have to pay full retail for the replacement refurbished device they replaced mine with the other option was paying the 100 deductible for my insurance and not knowing exactly what was wrong with the device i turned to samsung to solve this delima they looked at the phone and determined the lcd was cracked said that i caused the damage to the device and it would cost over 200 to repair now i have a device that i did not damage and must pay an insurance deductible on to replace i asked how to file a complaint with samsung about this and they said i cannot after further researching this specific issue i have found that this is actually a common issue with this device it can actually occur due to temperature changes in the device that are considered normal operating temperatures i have to note that i loved my galaxy s3 it was why i stayed with a samsung device i was even considering buying a samsung television because i love my old phone so much the s3 was durable as hell i musthave dropped it 100 times before the front glass cracked the lcd still works flawlessly apparently the quality of their products are not uniform across the company and they don't stand behind their products even when they should be under warranty i will never purchase another product from them again be cautious when making a purchase from them,neutral
975,stay away from galaxy note 3 so i got this phone using verizon edge program ordered over the phone when i received it it wouldn't activate the sim card number wasn't on the order i had to pry the sim card out of the note 3 which is not an easy thing to do i had to do this to read the sim card number to verizon wireless so they could activate it i noticed that when i had device on maximum brightness not on automatic and was working on something over extended amount of time the brightness would dim for a few seconds then return to max this would keep happening at random intervals and to seemingly random brightness levels if i continued still to use it say after 45 minutes or something it would dim to minimum brightness for few seconds now it wouldn't show me or tell me in any way what brightness level it was changing to i could just tell when it was putting to minimum brightness i got it replaced for another note 3 the replacement had same issue i called verizon wireless and then they revealed to me that this was a feature built into device by the manufacturer i even spoke to samsung to verify this so stay away from the galaxy note 3 at all costs anyone that owned this device might need to operate the device on maximum brightness for extended amount of time i mean why have a long life battery quad core cpu and 3 gb ram if you can't fully utilize them so this phone does this to prevent overheating why would a 700 phone have a problem with overheating stay away from the galaxy note 3,negative
976,garbage phone i traded in my iphone 5 because i thought this phone looked great in store i previously owned phones way back like the omnia and was hesitant about the samsungs again the size of the phone is about the only redeeming value it's a big screen yes but other than that the rest is downhill call quality horrble i never had an issue with my other iphones or phones this sounds like i'm calling from a bathtub that is when it's not dropping my calls on verizon too try it on speakerphone ha good luck call quality takes another enormous dive responsiveness it lags a lot for me applications are often slow graphics and pictures pictures are pretty decent not bad i get a lot of black screens and have to restart applications when i go from say a twitter link to something else it's black slow to load i thought the phone would be blazing fast but it's way below any iphone or even other phones my wife has the lg g2 and while it's supposed to be fast lg g2 it makes the galaxy note iii look abysmally slow overall i'm greatly disappointed in this phone i switched because i think it had great promise as an all in one type phone but not for me i'm going to trade the phone back in for something else and likely take an incredibly big financial hit for buying this piece of garbage,neutral
977,junk after going through 13 replacement galaxy note 3 in 4 months i decided to give up and and try htc one max to see if it better than note 3 the note 3 give me so much stress it the same problem over and over over i have to remove battery once a week when it freeze unable to answer phone need to take several shot to get a clear picture and it reboot by itself another problem is it not loud enough to hear when i am in a crowd or restaurants the music speaker was awful,neutral
